item_id,TN,INN,Manufacturer_Country,Release_Form,EAN,Registered_Price_RUB,Start_Date_Text
3856,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 10 мл - ампулы (5) - пачки картонные",9088881324836,531.51,15.03.2010 (1907-Пр/10)
3857,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 10 мл - флаконы темного стекла - пачки картонные",9088881314301,106.39,15.03.2010 (1907-Пр/10)
3858,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 100 мл - флаконы темного стекла - пачки картонные",9088881314325,793.84,15.03.2010 (1907-Пр/10)
3859,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 20 мл - флаконы темного стекла - пачки картонные",9088881314318,182.44,15.03.2010 (1907-Пр/10)
3860,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 5 мл - ампулы (5) - пачки картонные",9088881320685,211.92,15.03.2010 (1907-Пр/10)
3861,5-Фторурацил-Эбеве,Фторурацил,Эбеве Фарма Гес.м.б.Х. Нфг. КГ - Австрия,"концентрат для приготовления раствора для инфузий 50 мг/мл, 5 мл - флаконы темного стекла - пачки картонные",9088881314295,55.54,15.03.2010 (1907-Пр/10)
34064,5-Фторурацил-Эбеве,Фторурацил,"Вл.Сандоз д.д., Словения (SI76665623); Вып.к.Перв.Уп.Втор.Уп.Пр.Эбеве Фарма Гес.м.б.Х. Нфг. КГ, Австрия (ATU52861808);","концентрат для приготовления раствора для инфузий, 50мг/мл, 5 мл - флаконы темного стекла (1) - пачки картонные",9088881314295,55.54,07.11.2019 20-4-4115809-изм
34065,5-Фторурацил-Эбеве,Фторурацил,"Вл.Сандоз д.д., Словения (SI76665623); Вып.к.Перв.Уп.Втор.Уп.Пр.Эбеве Фарма Гес.м.б.Х. Нфг. КГ, Австрия (ATU52861808);","концентрат для приготовления раствора для инфузий, 50мг/мл, 5 мл - ампулы (5) - пачки картонные",9088881320685,211.92,07.11.2019 20-4-4115809-изм
34066,5-Фторурацил-Эбеве,Фторурацил,"Вл.Сандоз д.д., Словения (SI76665623); Вып.к.Перв.Уп.Втор.Уп.Пр.Эбеве Фарма Гес.м.б.Х. Нфг. КГ, Австрия (ATU52861808);","концентрат для приготовления раствора для инфузий, 50мг/мл, 20 мл - флаконы темного стекла (1) - пачки картонные",9088881314318,182.44,07.11.2019 20-4-4115809-изм
34067,5-Фторурацил-Эбеве,Фторурацил,"Вл.Сандоз д.д., Словения (SI76665623); Вып.к.Перв.Уп.Втор.Уп.Пр.Эбеве Фарма Гес.м.б.Х. Нфг. КГ, Австрия (ATU52861808);","концентрат для приготовления раствора для инфузий, 50мг/мл, 100 мл - флаконы темного стекла (1) - пачки картонные",9088881314325,793.84,07.11.2019 20-4-4115809-изм
